AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2014/2015;8701;Catania;15;Politica e Relazioni Internazionali;87;87015;5;M;16
2014/2015;8701;Catania;99999;Pedagogia;87;87015;1;F;16
2014/2015;8701;Catania;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);87;87015;14;M;16
2014/2015;8701;Catania;L-42;Storia e Scienze Politiche e delle Relazioni Internazionali;87;87015;3;M;16
2014/2015;8701;Catania;LM-6;Biodiversita e Qualita dell'Ambiente;87;87015;9;M;16
2014/2015;8701;Catania;LM-75;Salvaguardia del Territorio, dell'Ambiente e del Paesaggio;87;87015;9;F;16
2014/2015;8701;Catania;LM-75;Scienze per la Tutela dell'Ambiente (Sta);87;87015;9;M;16
2014/2015;9001;Sassari;LM-78;Scienze Filosofiche e della Formazione Continua;90;90064;3;F;16
2014/2015;9001;Sassari;LM-86;Scienze delle Produzioni Zootecniche;90;90064;13;M;16
2014/2015;9001;Sassari;LM-75;Gestione dell'Ambiente e del Territorio;90;90064;9;M;16
2014/2015;9201;Cagliari;27;Scienze Naturali;92;92009;9;F;16
2014/2015;9201;Cagliari;5;Storia e Informazione;92;92009;3;F;16
2014/2015;9201;Cagliari;9;Ingegneria Elettronica;92;92009;12;F;16
2014/2015;9201;Cagliari;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);92;92009;14;F;16
2014/2015;9201;Cagliari;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);92;92009;14;M;16
2013/2014;101;Torino;3;Scienze della Mediazione Linguistica;1;1272;4;M;16
2013/2014;101;Torino;31;Scienze Giuridiche (Cuneo);4;4078;8;M;16
2013/2014;101;Torino;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);7;7003;14;M;16
2013/2014;101;Torino;LM-51;Psicologia;1;1272;6;M;16
2013/2014;101;Torino;LM-56;Economics;1;1272;7;F;16
2013/2014;101;Torino;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;1;1272;14;F;16
2013/2014;101;Torino;LM-8;Biotecnologie Industriali;1;1272;9;M;16
2013/2014;101;Torino;LM-73;Scienze Forestali e Ambientali;1;1120;13;F;16
2013/2014;102;Torino Politecnico;10;Ingegneria Energetica;1;1272;12;F;16
2013/2014;102;Torino Politecnico;L-9;Ingegneria Elettrica;1;1272;12;F;16
2013/2014;102;Torino Politecnico;4;Ingegneria Edile (I Fac. di Ingegneria) Sede di Torino;1;1272;11;M;16
2013/2014;102;Torino Politecnico;32/S;Ingegneria Elettronica;1;1272;12;M;16
2013/2014;201;Piemonte Orientale;27;Scienze Ambientali e Gestione del Territorio;6;6003;9;M;16
2013/2014;201;Piemonte Orientale;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);3;3106;14;M;16
2013/2014;401;Bra Scienze Gastronomiche;LM-49;Promozione e Gestione del Patrimonio Gastronomico e Turistico;4;4029;7;F;16
2013/2014;201;Piemonte Orientale;LM-56;Economia e Politiche Pubbliche, Ambiente e Cultura;6;6003;7;M;16
2013/2014;1001;Genova;17;Economia Aziendale;8;8031;7;F;16
2013/2014;1001;Genova;27;Scienze Ambientali;10;10025;9;M;16
2013/2014;1001;Genova;99999;Filosofia;10;10025;3;M;16
2013/2014;1001;Genova;99999;Storia;10;10025;3;M;16
2013/2014;1001;Genova;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);10;10025;14;F;16
2013/2014;1001;Genova;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);10;10025;14;M;16
2013/2014;1001;Genova;L-9;Ingegneria Gestionale;9;9056;12;F;16
2013/2014;1001;Genova;L-7;Ingegneria dell'Ambiente;9;9056;11;M;16
2013/2014;1301;Novedrate e-Campus - telematica;5;Corso di Laurea in Letteratura, Musica e Spettacolo;13;13163;3;F;16
2013/2014;1501;Milano;99999;Scienze motorie;15;15146;15;M;16
2013/2014;1501;Milano;27;Scienze Naturali;15;15146;9;M;16
2013/2014;1501;Milano;LM-73;Scienze Agroambientali;15;15146;13;M;16
2013/2014;1501;Milano;LM-09;Biotecnologie Mediche e Medicina Molecolare;15;15146;9;M;16
2013/2014;1502;Milano Politecnico;4;Scienze dell'Architettura;15;15146;11;F;16
2013/2014;1502;Milano Politecnico;9;Ingegneria Elettronica;15;15146;12;M;16
2013/2014;1502;Milano Politecnico;L-23;Architettura e Produzione Edilizia;20;20030;11;F;16
2013/2014;1504;Milano Cattolica;3;Scienze Linguistiche;15;15146;4;M;16
2013/2014;1504;Milano Cattolica;17;Economia dei Mercati e degli Intermediari Finanziari;15;15146;7;F;16
2013/2014;1502;Milano Politecnico;LM-20;Ingegneria Spaziale;15;15146;12;F;16
2013/2014;1502;Milano Politecnico;LM-33;Ingegneria Meccanica;97;97042;12;F;16
2013/2014;1509;Milano Bicocca;14;Scienze della Comunicazione;15;15146;5;M;16
2013/2014;1509;Milano Bicocca;25;Fisica;15;15146;9;M;16
2013/2014;1509;Milano Bicocca;28;Economia delle Banche, delle Assicurazioni e degli Intermediari Finanziari;15;15146;7;F;16
2013/2014;1504;Milano Cattolica;LM-81;Politiche per la Cooperazione Internazionale allo Sviluppo;15;15146;5;M;16
2013/2014;1504;Milano Cattolica;L-18;Diritto ed Economia delle Banche e dei Mercati Finanziari;33;33032;7;M;16
2013/2014;1601;Bergamo;17;Economia ed Amministrazione delle Imprese;16;16219;7;F;16
2013/2014;1601;Bergamo;4;Ingegneria Edile;16;16091;11;F;16
2013/2014;1601;Bergamo;99999;Economia e commercio;16;16024;7;F;16
2013/2014;1509;Milano Bicocca;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica, per Immagini e Radioterapia );108;108033;14;M;16
2013/2014;1509;Milano Bicocca;6;Servizio Sociale;15;15146;14;F;16
2013/2014;1701;Brescia;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);17;17029;14;M;16
2013/2014;1701;Brescia;17;Banca e Finanza;17;17029;7;F;16
2013/2014;1701;Brescia;99999;Ingegneria civile;17;17029;11;M;16
2013/2014;1801;Pavia;L/SNT3;Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico);18;18110;14;F;16
2013/2014;1801;Pavia;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);18;18110;14;F;16
2013/2014;1701;Brescia;LM-35;Land And Environmental Engineering;17;17029;11;M;16
2013/2014;1801;Pavia;29;Scienze Filosofiche;18;18110;3;F;16
2013/2014;1801;Pavia;34;Scienze e Tecniche Psicologiche;18;18110;6;M;16
2013/2014;1801;Pavia;14/S;Chimica e Tecnologie Farmaceutiche;18;18110;14;F;16
2013/2014;2701;Ca' Foscari Venezia;11;Lingue e Culture dell'Asia Orientale;27;27042;4;M;16
2013/2014;2201;Trento;LM-56;Economics - Economia;22;22205;7;M;16
2013/2014;2301;Verona;14;Scienze della Comunicazione: Editoria e Giornalismo;23;23091;5;F;16
2013/2014;2301;Verona;20;Scienze e Tecnologie Viticole ed Enologiche;23;23076;13;M;16
2013/2014;2301;Verona;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);23;23091;14;F;16
2013/2014;2301;Verona;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);22;22001;14;M;16
2013/2014;2301;Verona;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);22;22001;14;F;16
2013/2014;2701;Ca' Foscari Venezia;L-27;Chimica;27;27042;9;M;16
2013/2014;2701;Ca' Foscari Venezia;99999;Lingue e letterature orientali;27;27042;4;F;16
2013/2014;2701;Ca' Foscari Venezia;LM-94;Interpretariato e Traduzione Editoriale, Settoriale;26;26086;4;M;16
2013/2014;2801;Padova;2;Diritto dell'Economia;28;28060;8;M;16
2013/2014;2801;Padova;28;Economia e Commercio;28;28060;7;F;16
2013/2014;2702;Venezia Iuav;7;Sistemi Informativi Territoriali;27;27042;11;M;16
2013/2014;2801;Padova;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);29;29041;14;M;16
2013/2014;2801;Padova;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);29;29041;14;F;16
2013/2014;2801;Padova;L-39;Servizio Sociale;28;28060;14;M;16
2013/2014;2801;Padova;LM-25;Ingegneria dell'Automazione;28;28060;12;F;16
2013/2014;3201;Trieste;19;Scienze dell'Amministrazione;32;32006;5;F;16
2013/2014;3201;Trieste;10;Ingegneria Industriale;93;93033;12;M;16
2013/2014;3201;Trieste;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);32;32006;14;M;16
2013/2014;3201;Trieste;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);32;32006;14;M;16
2013/2014;3201;Trieste;4;Scienze dell'Architettura;32;32006;11;F;16
2013/2014;3201;Trieste;6;Scienze del Servizio Sociale;32;32006;14;F;16
2013/2014;3201;Trieste;LM-40;Matematica;32;32006;9;F;16
2013/2014;3201;Trieste;LM-81;Cooperazione Interculturale allo Sviluppo;32;32006;5;M;16
2013/2014;3201;Trieste;LM-84;Studi Storici Dal Medioevo all'Eta Contemporanea;32;32006;3;F;16
2013/2014;3401;Parma;99999;Ingegneria civile;34;34027;11;M;16
2013/2014;3401;Parma;99999;Medicina veterinaria;34;34027;13;M;16
2013/2014;3401;Parma;9;Ingegneria Informatica;34;34027;12;F;16
2013/2014;3401;Parma;L-10;Scienze dell'Informazione Scritta e Ipertestuale;34;34027;3;F;16
2013/2014;3401;Parma;58/S;Psicologia dello Sviluppo: Processi e Contesti Educativi, Sociali e Clinici.;34;34027;6;F;16
2013/2014;3401;Parma;LM-71;Chimica Industriale;34;34027;9;F;16
2013/2014;3401;Parma;LM-27;Ingegneria delle Telecomunicazioni;34;34027;12;M;16
2013/2014;3401;Parma;LM-32;Ingegneria Informatica;34;34027;12;F;16
2013/2014;3401;Parma;LM-37;Lingue e Letterature Moderne Europee e Americane;34;34027;4;F;16
2013/2014;3601;Modena e Reggio Emilia;12;Scienze Biologiche;36;36023;9;F;16
2013/2014;3601;Modena e Reggio Emilia;DS1;Scienze Strategiche;36;36023;5;F;16
2013/2014;3601;Modena e Reggio Emilia;LM/SNT1;Scienze Infermieristiche e Ostetriche;35;35033;14;M;16
2013/2014;3701;Bologna;14;Scienze della Comunicazione;37;37006;5;F;16
2013/2014;3601;Modena e Reggio Emilia;LM-84;Antropologia e Storia del Mondo Contemporaneo;36;36023;3;M;16
2013/2014;3701;Bologna;9;Ingegneria dei Processi Gestionali;37;37006;12;M;16
2013/2014;3701;Bologna;36;Sociologia e Scienze Criminologiche per la Sicurezza;40;40012;5;F;16
2013/2014;3701;Bologna;28;Economia e Finanza;37;37006;7;M;16
2013/2014;3701;Bologna;99999;Ingegneria informatica;37;37006;12;M;16
2013/2014;3701;Bologna;99999;Medicina veterinaria;37;37046;13;F;16
2013/2014;3701;Bologna;LM-09;Biotecnologie Animali;37;37046;9;F;16
2013/2014;3701;Bologna;L-36;Scienze Politiche e delle Organizzazioni;37;37006;5;M;16
2013/2014;3701;Bologna;LM-65;Discipline dello Spettacolo Dal Vivo;37;37006;2;M;16
2013/2014;3801;Ferrara;31;Scienze Giuridiche - Sede di Rovigo;29;29041;8;F;16
2013/2014;3801;Ferrara;99999;Farmacia;38;38008;14;M;16
2013/2014;3801;Ferrara;L-8;Ingegneria dell'Informazione;38;38008;12;F;16
2013/2014;4101;Urbino;34;Scienze Psicologiche del Lavoro;41;41067;6;F;16
2013/2014;4101;Urbino;34;Scienze Psicologiche dell'Intervento Clinico;41;41067;6;M;16
2013/2014;4301;Macerata;17;Economia Bancaria, Finanziaria ed Assicurativa;43;43023;7;F;16
2013/2014;4201;Marche;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);43;43023;14;F;16
2013/2014;4301;Macerata;LM-38;Lingue Moderne per la Comunicazione e la Cooperazione Internazionale;43;43023;4;M;16
2013/2014;4801;Firenze;11;Lingue e Letterature Straniere;48;48017;4;M;16
2013/2014;4801;Firenze;L-25;Scienze Vivaistiche, Ambiente e Gestione del Verde;47;47014;13;F;16
2013/2014;4801;Firenze;L/SNT3;Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia);48;48017;14;F;16
2013/2014;4801;Firenze;20;Scienze e Tecnologie Agrarie;48;48017;13;M;16
2013/2014;4801;Firenze;21;Chimica;48;48017;9;M;16
2013/2014;4801;Firenze;23;Cultura e Stilismo della Moda;48;48017;2;F;16
2013/2014;4801;Firenze;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;48;48014;14;M;16
2013/2014;5001;Pisa;14;Comunicazione Pubblica, Sociale e di Impresa;50;50026;5;M;16
2013/2014;5001;Pisa;10;Ingegneria Energetica;50;50026;12;M;16
2013/2014;4801;Firenze;LM-80;Studi Geografici ed Antropologici;48;48017;5;M;16
2013/2014;5001;Pisa;97/S;Storia e Civilta';50;50026;3;M;16
2013/2014;5001;Pisa;LM-32;Embedded Computing Systems;50;50026;12;M;16
2013/2014;5001;Pisa;LM-77;Banca, Borsa e Assicurazioni;50;50026;7;M;16
2013/2014;5001;Pisa;LM-69;Progettazione e Gestione del Verde Urbano e del Paesaggio;50;50026;13;F;16
2013/2014;5001;Pisa;LM-69;Progettazione e Gestione del Verde Urbano e del Paesaggio;50;50026;13;M;16
2013/2014;5201;Siena;LM-32;Ingegneria Informatica;52;52032;12;M;16
2013/2014;5201;Siena;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);51;51002;14;M;16
2013/2014;5201;Siena;5;Lettere;52;52032;3;F;16
2013/2014;5001;Pisa;SNT2;Corso di Laurea in Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale);50;50026;14;F;16
2013/2014;5001;Pisa;SNT4;Corso di Laurea in Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);50;50026;14;M;16
2013/2014;5401;Perugia;17;Corso di Laurea in Economia e Legislazione d'Impresa;54;54039;7;M;16
2013/2014;5401;Perugia;28/S;Ingegneria Civile;54;54039;11;M;16
2013/2014;5401;Perugia;LM-46;Odontoiatria e Protesi Dentaria;54;54039;14;F;16
2013/2014;5601;Tuscia;20;Scienze Forestali e Ambientali;56;56059;13;M;16
2013/2014;5401;Perugia;LM-69;Sviluppo Rurale Sostenibile;54;54039;13;F;16
2013/2014;5403;Perugia Stranieri;14;Tecnica Pubblicitaria;54;54039;5;M;16
2013/2014;5801;Roma La Sapienza;104/S;Traduzione (Traduzione Letteraria e Traduzione Tecnico-Scientifica);58;58091;4;F;16
2013/2014;5601;Tuscia;LM-69;Scienze Agrarie e Ambientali;56;56059;13;F;16
2013/2014;5601;Tuscia;LM-6;Biologia Cellulare e Molecolare;56;56059;9;M;16
2013/2014;5801;Roma La Sapienza;34;Scienze e Tecniche Psicologico-Sociali della Comunicazione e del Marketing;58;58091;6;M;16
2013/2014;5801;Roma La Sapienza;38;Scienze Storico-Religiose;58;58091;3;F;16
2013/2014;5801;Roma La Sapienza;4/S;Architettura - Progettazione Architettonica e Urbana;58;58091;11;F;16
2013/2014;5801;Roma La Sapienza;6;Servizio Sociale;58;58091;14;F;16
2013/2014;5801;Roma La Sapienza;99999;Ingegneria elettrica;58;58091;12;M;16
2013/2014;5801;Roma La Sapienza;99999;Lingue e civiltà orientali;58;58091;4;F;16
2013/2014;5801;Roma La Sapienza;99999;Scienze naturali;58;58091;9;M;16
2013/2014;5801;Roma La Sapienza;L/SNT2;Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale);58;58104;14;F;16
2013/2014;5801;Roma La Sapienza;L-24;Scienze e Tecniche Psicologiche per L?Analisi e la Valutazione Clinica dei Processi Cognitivi;58;58091;6;M;16
2013/2014;5801;Roma La Sapienza;L-24;Discipline della Ricerca Psicologico-Sociale;58;58091;6;M;16
2013/2014;5801;Roma La Sapienza;LM-09;Biotecnologie Farmaceutiche;58;58091;9;M;16
2013/2014;5801;Roma La Sapienza;LM-41;Medicina e Chirurgia 'F';58;58091;14;F;16
2013/2014;5801;Roma La Sapienza;LM-64;Scienze Storico-Religiose;58;58091;3;M;16
2013/2014;5801;Roma La Sapienza;LM-65;Forme e Tecniche dello Spettacolo;58;58091;2;F;16
2013/2014;5801;Roma La Sapienza;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);59;59032;14;M;16
2013/2014;5802;Roma Tor Vergata;1;Biotecnologie;58;58091;9;F;16
2013/2014;5802;Roma Tor Vergata;LM-6;Biologia Evoluzionistica ed Ecologia;58;58091;9;M;16
2013/2014;5802;Roma Tor Vergata;LM-23;Ingegneria Civile;58;58091;11;F;16
2013/2014;5802;Roma Tor Vergata;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);58;58091;14;M;16
2013/2014;5802;Roma Tor Vergata;33;Scienze Motorie;58;58091;15;M;16
2013/2014;5802;Roma Tor Vergata;8;Ingegneria Civile;58;58091;11;M;16
2013/2014;5803;Roma LUMSA;LM-51;Psicologia Clinica e Promozione del Benessere della Persona;58;58091;6;M;16
2013/2014;5802;Roma Tor Vergata;SNT1/S;Scienze Infermieristiche e Ostetriche;58;58091;14;F;16
2013/2014;5807;Roma Tre;56/S;Educatore Professionale Coordinatore dei Servizi;58;58091;1;F;16
2013/2014;5807;Roma Tre;8;Ingegneria Civile;58;58091;11;M;16
2013/2014;5810;Roma Marconi - telematica;LM-69;Scienze e Tecnologie Agrarie;58;58091;13;F;16
2013/2014;5813;Roma UNINETTUNO - telematica;LM-51;Processi Cognitivi e Tecnologie;58;58091;6;M;16
2013/2014;5812;Roma Europea;LM-51;Psicologia;58;58091;6;M;16
2013/2014;5812;Roma Europea;LM-56;Economia, Management e Finanza;58;58091;7;F;16
2013/2014;5809;Roma UNINT;17;Scienze Economiche e Gestionali;58;58091;7;M;16
2013/2014;5807;Roma Tre;LM-92;Teorie della Comunicazione;58;58091;5;M;16
2013/2014;5807;Roma Tre;LM-65;Dams Teatro, Musica, Danza;58;58091;2;M;16
2013/2014;5807;Roma Tre;LM-74;Geologia del Territorio e delle Risorse;58;58091;9;F;16
2013/2014;5807;Roma Tre;LM-57;Scienze Pedagogiche e Scienze dell'Educazione degli Adulti e della Formazione Continua;58;58091;1;F;16
2013/2014;5807;Roma Tre;LM-6;Biodiversita e Gestione degli Ecosistemi;58;58091;9;F;16
2013/2014;6301;Napoli Federico II;24;Informazione Scientifica sul Farmaco e Sui Prodotti Diagnostici;63;63049;9;F;16
2013/2014;6301;Napoli Federico II;24;Corso di Laurea in Controllo di Qualita;63;63049;9;F;16
2013/2014;6301;Napoli Federico II;1;Corso di Laurea in Biotecnologie per la Salute;63;63049;9;M;16
2013/2014;6201;Sannio;LM-74;Scienze e Tecnologie Geologiche;62;62008;9;F;16
2013/2014;6001;Cassino;LM-14;Lettere;60;60019;3;M;16
2013/2014;6001;Cassino;L-7;Ingegneria dell'Ambiente e del Territorio;60;60038;11;F;16
2013/2014;6301;Napoli Federico II;35/S;Ingegneria Informatica;63;63049;12;M;16
2013/2014;6301;Napoli Federico II;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);63;63049;14;M;16
2013/2014;6301;Napoli Federico II;99999;Ingegneria informatica;63;63049;12;M;16
2013/2014;6301;Napoli Federico II;LM-56;Corso di Laurea Magistrale in Economia e Commercio;63;63049;7;F;16
2013/2014;6301;Napoli Federico II;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;63;63049;14;M;16
2013/2014;6301;Napoli Federico II;LM-61;Corso di Laurea Magistrale Interfacolta in Scienza degli Alimenti e Nutrizione;63;63059;9;F;16
2013/2014;6301;Napoli Federico II;LM-60;Corso di Laurea Magistrale in Scienze Naturali;63;63049;9;F;16
2013/2014;6301;Napoli Federico II;LM-61;Scienza degli Alimenti e Nutrizione;63;63059;9;M;16
2013/2014;6302;Napoli Parthenope;17;Management delle Imprese Turistiche;63;63049;7;M;16
2013/2014;6302;Napoli Parthenope;28;Economia e Commercio;63;63049;7;F;16
2013/2014;6301;Napoli Federico II;SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);63;63049;14;M;16
2013/2014;6303;Napoli L'Orientale;L-10;Lingue, Lettere e Culture Comparate;63;63049;3;M;16
2013/2014;6303;Napoli L'Orientale;LM-92;Lingue e Comunicazione Interculturale in Area Euromediterranea;63;63049;5;F;16
2013/2014;6303;Napoli L'Orientale;LM-94;Linguistica e Traduzione Specialistica;63;63049;4;M;16
2013/2014;6306;Napoli Vanvitelli;10;Ingegneria Aerospaziale;61;61005;12;M;16
2013/2014;6306;Napoli Vanvitelli;52/S;Odontoiatria e Protesi Dentaria;63;63049;14;M;16
2013/2014;6306;Napoli Vanvitelli;17;Economia e Legislazione d'Impresa;61;61015;7;F;16
2013/2014;6306;Napoli Vanvitelli;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);61;61022;14;F;16
2013/2014;6307;Napoli Pegaso - telematica;LM-47;Management dello Sport e delle Attivita Motorie;63;63049;15;F;16
2013/2014;6501;Salerno;18-bis;Scienze della Formazione Primaria;65;65052;1;M;16
2013/2014;6601;L'Aquila;27;Scienze e Tecnologie per l'Ambiente;66;66049;9;M;16
2013/2014;6501;Salerno;LM-37;Lingue e Letterature Moderne;65;65052;4;M;16
2013/2014;6501;Salerno;LM-88;Sociologia e Politiche per il Territorio;65;65052;5;M;16
2013/2014;6501;Salerno;99999;Ingegneria civile;65;65052;11;F;16
2013/2014;6501;Salerno;99999;Economia aziendale;65;65052;7;M;16
2013/2014;6701;Teramo;99999;Scienze politiche;67;67041;5;M;16
2013/2014;6701;Teramo;2;Consulente del Lavoro;67;67041;8;F;16
2013/2014;6701;Teramo;LM-16;Finanza delle Aziende e dei Mercati;67;67041;7;F;16
2013/2014;6701;Teramo;LM-16;Finanza delle Aziende e dei Mercati;67;67041;7;M;16
2013/2014;6901;Chieti e Pescara;L-17;Scienze e Tecniche dell'Architettura;68;68028;11;M;16
2013/2014;6901;Chieti e Pescara;2;Servizi Giuridici per l'Impresa;68;68028;8;M;16
2013/2014;7001;Molise;17;Economia Aziendale;70;70006;7;M;16
2013/2014;7001;Molise;L-13;Scienze Biologiche;94;94023;9;F;16
2013/2014;7001;Molise;LM-2;Archeologia, Beni Culturali e Turismo;70;70006;3;M;16
2013/2014;7101;Foggia;LM-14;Filologia, Letterature e Storia;71;71024;3;M;16
2013/2014;7201;Bari;18;Scienze dell'Educazione e della Formazione;72;72006;1;M;16
2013/2014;7201;Bari;52/S;Odontoiatria e Protesi Dentaria;72;72006;14;F;16
2013/2014;7201;Bari;56/S;Programmazione e Gestione dei Servizi Educativi e Formativi;72;72006;1;F;16
2013/2014;7201;Bari;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);72;72006;14;F;16
2013/2014;7201;Bari;L-19;Scienze della Comunicazione e dell'Animazione Socio-Culturale;73;73027;1;M;16
2013/2014;7201;Bari;L-20;Scienze della Comunicazione nelle Organizzazioni;73;73027;5;F;16
2013/2014;7201;Bari;LM-56;Economia e Gestione delle Aziende e dei Sistemi Turistici;72;72006;7;M;16
2013/2014;7201;Bari;LM-86;Igiene e Sicurezza degli Alimenti di Origine Animale;72;72048;13;M;16
2013/2014;7202;Bari Politecnico;8;Corso di Laurea in Ingegneria Civile;71;71024;11;F;16
2013/2014;7202;Bari Politecnico;99999;Ingegneria civile;72;72006;11;F;16
2013/2014;7202;Bari Politecnico;99999;Ingegneria elettronica;72;72006;12;F;16
2013/2014;7202;Bari Politecnico;L-9;Ingegneria dei Sistemi Industriali ed Elettronici;73;73027;12;F;16
2013/2014;7501;Salento;L-5;Scienze della Formazione e Saperi Filosofici;75;75035;3;M;16
2013/2014;7501;Salento;L-39;Servizio Sociale;74;74001;14;M;16
2013/2014;7501;Salento;LM-2;Archeologia;75;75035;3;M;16
2013/2014;7501;Salento;LM-31;Management Engineering;75;75035;12;M;16
2013/2014;7601;Basilicata;L-9;Ingegneria Meccanica;76;76063;12;F;16
2013/2014;7601;Basilicata;40;Tecnologie delle Produzioni Animali;76;76063;13;F;16
2013/2014;7801;Calabria;99999;Conservazione dei beni culturali;78;78102;2;F;16
2013/2014;7801;Calabria;23;Discipline delle Arti, della Musica e dello Spettacolo;78;78102;2;M;16
2013/2014;7801;Calabria;LM-81;Discipline Economiche e Sociali per Lo Sviluppo e la Cooperazione;78;78102;5;M;16
2013/2014;7901;Catanzaro;LM/SNT1;Scienze Infermieristiche e Ostetriche;79;79023;14;F;16
2013/2014;7901;Catanzaro;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);79;79023;14;F;16
2013/2014;8001;Reggio Calabria;L-21;Urbanistica;80;80063;11;F;16
2013/2014;8001;Reggio Calabria;LM-48;Urbanistica;80;80063;11;M;16
2013/2014;8201;Palermo;14;Discipline della Comunicazione;82;82053;5;F;16
2013/2014;8201;Palermo;13;Beni Culturali Archeologici;84;84001;2;M;16
2013/2014;8201;Palermo;3;Scienze del Turismo Culturale;82;82027;4;F;16
2013/2014;8301;Messina;29;Filosofia;83;83048;3;F;16
2013/2014;8301;Messina;2;Operatore Giudiziario e delle Amministrazioni Pubbliche;83;83048;8;F;16
2013/2014;8301;Messina;11;Lingue e Letterature Straniere;83;83048;4;M;16
2013/2014;8301;Messina;12;Biologia ed Ecologia Marina;83;83048;9;F;16
2013/2014;8201;Palermo;LM-82;Scienze Statistiche;82;82053;9;F;16
2013/2014;8201;Palermo;LM-85;Scienze Pedagogiche;82;82053;1;M;16
2013/2014;8201;Palermo;LM/SNT1;Scienze Infermieristiche e Ostetriche;82;82053;14;M;16
2013/2014;8201;Palermo;LM-17;Fisica;82;82053;9;F;16
2013/2014;8201;Palermo;LM-47;Management dello Sport e delle Attivita Motorie;82;82053;15;F;16
2013/2014;8201;Palermo;L-8;Ingegneria Informatica;84;84001;12;M;16
2013/2014;8301;Messina;L-20;Scienze dell'Informazione: Comunicazione Pubblica e Tecniche Giornalistiche;83;83048;5;F;16
2013/2014;8301;Messina;99999;Medicina e chirurgia;83;83048;14;M;16
2013/2014;8301;Messina;4;Ingegneria Edile;83;83048;11;F;16
2013/2014;8301;Messina;LM-09;Biotecnologie per la Salute;83;83048;9;F;16
2013/2014;8301;Messina;L-42;Storia;83;83048;3;F;16
2013/2014;8301;Messina;LM-40;Matematica;83;83048;9;F;16
