AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2021/2022;1001;Genova;LM-26;Safety Engineering for Transport, Logistics, and Production - Ingegneria della Sicurezza per i Trasporti, la Logistica e i Sistemi di Produzione;10;10025;12;F;9
2021/2022;1001;Genova;LM-32;Ingegneria Informatica;10;10025;12;F;9
2021/2022;1001;Genova;L-36;Scienze Politiche e dell'Amministrazione;10;10025;5;F;9
2021/2022;1001;Genova;L-36;Scienze Politiche e dell'Amministrazione;10;10025;5;M;9
2021/2022;201;Piemonte Orientale;LM-37;Lingue, Culture, Turismo;2;2158;4;M;9
2021/2022;201;Piemonte Orientale;LM-88;Società e Sviluppo Locale;6;6003;5;M;9
2021/2022;102;Torino Politecnico;LM-91;Digital Skills For Sustainable Societal Transitions;1;1272;10;F;9
2020/2021;9201;Cagliari;L-8;Ingegneria Elettrica ed Elettronica;92;92009;12;F;9
2020/2021;9201;Cagliari;17;Economia e Gestione Aziendale;92;92009;7;M;9
2020/2021;9201;Cagliari;4/S;Architettura delle Costruzioni;92;92009;11;F;9
2020/2021;9201;Cagliari;14/S;Chimica e Tecnologia Farmaceutiche;92;92009;14;F;9
2020/2021;9201;Cagliari;13;Beni Culturali;92;92009;2;F;9
2020/2021;9001;Sassari;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);90;90064;14;M;9
2020/2021;8701;Catania;L-36;Storia e Scienze Politiche e delle Relazioni Internazionali;87;87015;5;M;9
2020/2021;8701;Catania;L-29;Tossicologia dell'Ambiente e degli Alimenti;87;87015;9;M;9
2020/2021;8701;Catania;LM-27;Ingegneria delle telecomunicazioni;87;87015;12;F;9
2020/2021;9001;Sassari;14/S;Chimica e Tecnologia Farmaceutiche;90;90064;14;F;9
2020/2021;8701;Catania;L-20;Scienze della Comunicazione;87;87015;5;M;9
2020/2021;8701;Catania;L-18;Economia e Gestione delle Imprese Turistiche;87;87015;7;F;9
2020/2021;8701;Catania;8;Ingegneria Civile;87;87015;11;F;9
2020/2021;8701;Catania;29;Filosofia;87;87015;3;M;9
2020/2021;8701;Catania;4;Scienza dell'Architettura e dell'Ingegneria Edile;89;89017;11;M;9
2020/2021;8701;Catania;11;Lingue e Culture Europee;87;87015;4;M;9
2020/2021;8701;Catania;13;Scienze dei Beni Culturali Sede di Siracusa;89;89017;2;F;9
2020/2021;8601;Enna KORE;LM-23;Ingegneria Civile;86;86009;11;M;9
2020/2021;8301;Messina;LM-6;Biologia ed Ecologia dell'Ambiente Marino Costiero;83;83048;9;F;9
2020/2021;8301;Messina;LM-77;Scienze Economico-Aziendali;83;83048;7;F;9
2020/2021;8301;Messina;LM-92;Scienze Cognitive e Teorie della Comunicazione;83;83048;5;F;9
2020/2021;8601;Enna KORE;DS1;Scienze Strategiche e della Sicurezza;86;86009;5;M;9
2020/2021;8301;Messina;LM-24;Ingegneria Edile per il Recupero;83;83048;11;M;9
2020/2021;8301;Messina;LM-17;Physics;83;83048;9;M;9
2020/2021;8301;Messina;L-14;Consulente del Lavoro e Scienze dei servizi giuridici;89;89021;8;F;9
2020/2021;8301;Messina;L-19;Scienze dell'Educazione e della Formazione;89;89013;1;F;9
2020/2021;8301;Messina;L/SNT3;Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia);83;83048;14;M;9
2020/2021;8301;Messina;18;Scienze dell'Educazione e della Formazione;83;83048;1;F;9
2020/2021;8301;Messina;31;Scienze Giuridiche;89;89021;8;F;9
2020/2021;8201;Palermo;LM-75;Analisi e Gestione Ambientale;82;82053;9;M;9
2020/2021;8201;Palermo;LM-59;Scienze della Comunicazione Pubblica, d'Impresa e Pubblicità;82;82053;5;M;9
2020/2021;8201;Palermo;LM-6;Biodiversita' e Biologia Ambientale;82;82053;9;M;9
2020/2021;8201;Palermo;LM-60;Scienze della Natura;82;82053;9;F;9
2020/2021;8201;Palermo;LM-37;Lingue e Letterature Moderne dell'Occidente e dell'Oriente;82;82053;4;F;9
2020/2021;8201;Palermo;L-21;Scienze della Pianificazione Territoriale, Urbanistica, Paesaggistica e Ambientale;82;82053;11;M;9
2020/2021;8201;Palermo;34;Scienze e Tecniche Psicologiche della Personalita' e delle Relazioni di Aiuto;82;82053;6;F;9
2020/2021;8201;Palermo;L-14;Consulente Giuridico D?Impresa;81;81021;8;M;9
2020/2021;7901;Catanzaro;L/SNT1;Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico);79;79023;14;F;9
2020/2021;7901;Catanzaro;L/SNT4;Assistenza sanitaria (abilitante alla professione sanitaria di Assistente sanitario);79;79023;14;M;9
2020/2021;7801;Calabria;15;Scienze Politiche;78;78102;5;F;9
2020/2021;7501;Salento;LM-50;CONSULENZA PEDAGOGICA E PROGETTAZIONE DEI PROCESSI FORMATIVI;75;75035;1;M;9
2020/2021;7501;Salento;LM-53;Materials Engineering And Nanotechnology - Ingegneria dei Materiali e Nanotecnologie;75;75035;12;M;9
2020/2021;7501;Salento;L-11;Lingue, Letterature e Comunicazione Interculturale;75;75035;4;F;9
2020/2021;7202;Bari Politecnico;LM-12;Industrial Design;72;72006;2;F;9
2020/2021;7202;Bari Politecnico;LM-25;Ingegneria dell'Automazione;72;72006;12;F;9
2020/2021;7202;Bari Politecnico;8;Corso di Laurea in Ingegneria Civile;71;71024;11;M;9
2020/2021;7202;Bari Politecnico;9;Corso di Laurea in Ingegneria delle Telecomunicazioni;72;72006;12;M;9
2020/2021;7202;Bari Politecnico;10;Corso di Laurea in Ingegneria Elettrica;72;72006;12;M;9
2020/2021;7202;Bari Politecnico;10;Corso di Laurea in Ingegneria Gestionale;72;72006;12;F;9
2020/2021;7201;Bari;LM-15;Filologia, Letterature e Storia dell'Antichità;72;72006;3;F;9
2020/2021;7201;Bari;L-25;Scienze e Tecnologie del Territorio e dell’Ambiente Agro-Forestale;72;72006;13;F;9
2020/2021;7201;Bari;L-14;Corso di Laurea in Scienze dei Servizi Giuridici;72;72006;8;M;9
2020/2021;7201;Bari;26;Informatica;72;72006;10;M;9
2020/2021;7201;Bari;28;Economia e Commercio;72;72006;7;M;9
2020/2021;7201;Bari;17;Economia Aziendale - Sede di Taranto;73;73027;7;F;9
2020/2021;7001;Molise;L-23;Ingegneria Edile;70;70078;11;M;9
2020/2021;7101;Foggia;17;Economia Aziendale;71;71024;7;M;9
2020/2021;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;L-19;Scienze dell'educazione e della formazione;69;69094;1;F;9
2020/2021;6901;Chieti e Pescara;L-19;Scienze dell'Educazione e della Formazione;69;69022;1;F;9
2020/2021;6901;Chieti e Pescara;28;Corso di Laurea in Economia e Commercio;68;68028;7;M;9
2020/2021;6701;Teramo;LM-9;Biotecnologie della riproduzione - Reproductive Biotechnologies;67;67041;9;F;9
2020/2021;6701;Teramo;LM-86;SCIENZE DELLE PRODUZIONI ANIMALI SOSTENIBILI;67;67041;13;M;9
2020/2021;6601;L'Aquila;LM-54;Scienze Chimiche;66;66049;9;M;9
2020/2021;6601;L'Aquila;LM-35;Ingegneria per l'Ambiente ed il Territorio;66;66049;11;M;9
2020/2021;6501;Salerno;LM-91;Data Science and Innovation Management;65;65052;10;M;9
2020/2021;6501;Salerno;5;Lettere;65;65052;3;F;9
2020/2021;6501;Salerno;11;Lingue e Modelli Culturali dell' Occidente;65;65052;4;F;9
2020/2021;6306;Napoli Vanvitelli;L-7;Tecniche per l'Edilizia, il Territorio e l'Ambiente;61;61005;11;M;9
2020/2021;6306;Napoli Vanvitelli;LM-15;Filologia Classica e Moderna;61;61083;3;M;9
2020/2021;6303;Napoli L'Orientale;LM-36;Lingue e Civilta' Orientali;63;63049;4;M;9
2020/2021;6306;Napoli Vanvitelli;34;Tecniche Psicologiche per la Persona e la Comunita;61;61022;6;F;9
2020/2021;6304;Napoli Benincasa;LM-65;Scienze dello spettacolo e dei media. Linguaggi, Interpretazione e Visioni del Reale;63;63049;2;M;9
2020/2021;6301;Napoli Federico II;LM-91;Data Science;63;63049;10;F;9
2020/2021;6301;Napoli Federico II;LM-86;Precision Livestock Farming;63;63049;13;F;9
2020/2021;6303;Napoli L'Orientale;3;Linguaggi Multimediali e Informatica Umanistica;63;63049;4;F;9
2020/2021;6301;Napoli Federico II;LM-73;Scienze Forestali ed Ambientali;63;63059;13;F;9
2020/2021;6301;Napoli Federico II;LM-18;Informatica;63;63049;10;F;9
2020/2021;6301;Napoli Federico II;LM-25;Ingegneria dell'Automazione;63;63049;12;F;9
2020/2021;6301;Napoli Federico II;6;Corso di Laurea Interfacolta in Scienze del Servizio Sociale;63;63049;14;F;9
2020/2021;6301;Napoli Federico II;26;Corso di Laurea in Informatica;63;63049;10;M;9
2020/2021;6301;Napoli Federico II;L-13;Corso di Laurea in Scienze Biologiche;63;63049;9;M;9
2020/2021;6301;Napoli Federico II;L-1;Corso di Laurea in Archeologia e Storia delle Arti;63;63049;2;F;9
2020/2021;6301;Napoli Federico II;L-9;Corso di Laurea in Ingegneria Navale;63;63049;12;F;9
2020/2021;6301;Napoli Federico II;L-29;Corso di Laurea Interfacolta in Scienze Erboristiche;63;63049;9;F;9
2020/2021;6001;Cassino;LM-77;Economia e Diritto d'Impresa;60;60019;7;F;9
2020/2021;5817;Roma Link Campus;L/DS;Scienze della difesa e della sicurezza;63;63060;5;F;9
2020/2021;5815;Roma UNICUSANO - telematica;15;Scienze Politiche e Relazioni Internazionali;58;58091;5;F;9
2020/2021;5815;Roma UNICUSANO - telematica;L-8;Ingegneria Elettronica e Informatica;58;58091;12;F;9
2020/2021;5807;Roma Tre;LM-29;Ingegneria Elettronica per l'Industria e l'Innovazione;58;58091;12;F;9
2020/2021;5807;Roma Tre;LM-64;Scienze delle Religioni;58;58091;3;F;9
2020/2021;5813;Roma UNINETTUNO - telematica;17;Economia e Gestione delle Aziende Turistiche;58;58091;7;F;9
2020/2021;5810;Roma Marconi - telematica;LM-33;Ingegneria Industriale;58;58091;12;F;9
2020/2021;5810;Roma Marconi - telematica;LM-30;Ingegneria Energetica e Nucleare;58;58091;12;F;9
2020/2021;5806;Roma Foro Italico;LM-67;Attività Fisica e Salute;58;58091;14;F;9
2020/2021;5802;Roma Tor Vergata;LM-50;Dirigenza e Coordinamento di Servizi Formativi, Scolastici e Socioeducativi;58;58091;1;F;9
2020/2021;5802;Roma Tor Vergata;LM-85;Scienze Pedagogiche;58;58091;1;M;9
2020/2021;5802;Roma Tor Vergata;DS1/S;Scienze della Sicurezza Interna ed Esterna;58;58091;5;M;9
2020/2021;5801;Roma La Sapienza;LM-85;Pedagogia e Scienze dell'Educazione e della Formazione;58;58091;1;M;9
2020/2021;5801;Roma La Sapienza;LM-9;Comunicazione Scientifica Biomedica;58;58091;9;M;9
2020/2021;5801;Roma La Sapienza;LM-41;"Medicina e Chirurgia ""F""";58;58091;14;M;9
2020/2021;5801;Roma La Sapienza;L-24;Scienze Psicologiche;58;58091;6;F;9
2020/2021;5801;Roma La Sapienza;L-39;Servizio Sociale;58;58091;14;M;9
2020/2021;5801;Roma La Sapienza;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;56;56059;14;M;9
2020/2021;5801;Roma La Sapienza;LM-11;Scienze e Tecnologie per la Conservazione dei Beni Culturali;58;58091;9;M;9
2020/2021;5801;Roma La Sapienza;L/SNT2;Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva);58;58091;14;M;9
2020/2021;5801;Roma La Sapienza;L/SNT3;Tecniche di radiologia medica, per immagini e radioterapia (abilitante alla professione sanitaria di Tecnico di radiologia medica);60;60038;14;M;9
2020/2021;5801;Roma La Sapienza;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);60;60074;14;M;9
2020/2021;5801;Roma La Sapienza;L/SNT4;Assistenza sanitaria (abilitante alla professione sanitaria di Assistente sanitario);58;58091;14;M;9
2020/2021;5801;Roma La Sapienza;4;Arredamento e Architettura degli Interni;58;58091;11;F;9
2020/2021;5801;Roma La Sapienza;34;Scienze e Tecniche Psicologiche dello Sviluppo e della Salute in Eta Evolutiva;58;58091;6;F;9
2020/2021;5601;Tuscia;L-25;Scienze e Tecnologie per la Conservazione delle Foreste, della Natura e dell'Ambiente;56;56059;13;M;9
2020/2021;5401;Perugia;LM-62;Politica, amministrazione, territorio;54;54039;5;M;9
2020/2021;5201;Siena;LM-74;Geoscienze e geologia applicata;52;52032;9;F;9
2020/2021;5201;Siena;LM-32;Computer And Automation Engineering – Ingegneria Informatica e dell’Automazione;52;52032;12;F;9
2020/2021;5201;Siena;L-14;Consulente del Lavoro e delle Relazioni Sindacali;52;52032;8;M;9
2020/2021;5201;Siena;L/SNT2;Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia);52;52032;14;M;9
2020/2021;5201;Siena;14/S;Chimica e Tecnologia Farmaceutiche;52;52032;14;F;9
2020/2021;5001;Pisa;LM-86;Scienze e Tecnologie delle Produzioni Animali;50;50026;13;M;9
2020/2021;5001;Pisa;LM-70;INNOVAZIONE SOSTENIBILE IN VITICOLTURA ED ENOLOGIA;50;50026;13;F;9
2020/2021;5001;Pisa;L-23;Ingegneria Edile;50;50026;11;F;9
2020/2021;5001;Pisa;L-29;Informazione Scientifica sul Farmaco;50;50026;9;F;9
2020/2021;5001;Pisa;LM-24;Ingegneria Edile e delle Costruzioni Civili;50;50026;11;M;9
2020/2021;5001;Pisa;LM-18;Scienza dei Dati per l'Economia e per l'Azienda;50;50026;10;F;9
2020/2021;5001;Pisa;LM-32;Embedded Computing Systems;50;50026;12;M;9
2020/2021;5001;Pisa;25;Fisica;50;50026;9;M;9
2020/2021;5001;Pisa;17;Banca, Finanza e Mercati Finanziari;50;50026;7;M;9
2020/2021;5001;Pisa;23;Cinema, Musica e Teatro;50;50026;2;M;9
2020/2021;5001;Pisa;40;Scienze e Tecnologie delle Produzioni Animali;50;50026;13;F;9
2020/2021;5001;Pisa;5;Informatica Umanistica;50;50026;3;M;9
2020/2021;5001;Pisa;11;Lingue e Letterature Straniere;50;50026;4;M;9
2020/2021;4801;Firenze;L-7;Ingegneria Civile;48;48017;11;M;9
2020/2021;4801;Firenze;L-7;Ingegneria per l'Ambiente, le Risorse ed il Territorio;48;48017;11;M;9
2020/2021;4801;Firenze;L-21;Pianificazione della Citta, del Territorio e del Paesaggio;48;48014;11;M;9
2020/2021;4801;Firenze;12;Scienze Biologiche;48;48017;9;F;9
2020/2021;4801;Firenze;13;Storia e Tutela dei Beni Artistici;48;48017;2;F;9
2020/2021;4801;Firenze;18;Educatore Professionale;48;48017;1;F;9
2020/2021;4302;Camerino;LM-74;Risorse e Rischi Geoambientali - Geoenvironmental Resources and Risks;43;43007;9;F;9
2020/2021;4801;Firenze;4;Scienze dell'Ingegneria Edile;48;48017;11;M;9
2020/2021;4801;Firenze;28;Economia e Commercio;48;48017;7;F;9
2020/2021;4302;Camerino;LM-18;Computer Science;43;43007;10;M;9
2020/2021;4302;Camerino;L-34;Scienze Geologiche Naturali e Ambientali - Geological, Natural And Environmental Sciences;43;43007;9;F;9
2020/2021;4201;Marche;LM-56;DATA SCIENCE PER L'ECONOMIA E LE IMPRESE;42;42002;7;F;9
2020/2021;4201;Marche;LM/SNT3;Scienze delle professioni sanitarie tecniche diagnostiche;42;42002;14;M;9
2020/2021;4301;Macerata;LM-15;Filologia Classica e Moderna;43;43023;3;M;9
2020/2021;4101;Urbino;LM-74;Geologia Ambientale e Gestione del Territorio;41;41067;9;F;9
2020/2021;4101;Urbino;LM-87;Gestione delle Politiche, dei Servizi Sociali e della Mediazione Interculturale;41;41067;14;M;9
2020/2021;4101;Urbino;14/S;Chimica e Tecnologia Farmaceutiche;41;41067;14;F;9
2020/2021;3801;Ferrara;L/SNT2;Tecnica della riabilitazione psichiatrica (abilitante alla professione sanitaria di Tecnico della riabilitazione psichiatrica);38;38008;14;M;9
2020/2021;3701;Bologna;LM-75;Low Carbon Technologies And Sustainable Chemistry;37;37006;9;M;9
2020/2021;3701;Bologna;LM-69;International Horticultural Science;37;37006;13;F;9
2020/2021;3701;Bologna;LM-20;Aerospace Engineering;40;40012;12;F;9
2020/2021;3701;Bologna;LM-11;Science for the Conservation-Restoration of Cultural Heritage;39;39014;9;M;9
2020/2021;3701;Bologna;LM-51;Psicologia scolastica e di comunità;40;40007;6;M;9
2020/2021;3701;Bologna;L-33;Economia e Finanza;37;37006;7;M;9
2020/2021;3701;Bologna;9;Ingegneria Informatica;37;37006;12;M;9
2020/2021;3701;Bologna;5;Lettere;37;37006;3;F;9
2020/2021;3701;Bologna;14/S;Farmacia;99;99014;14;F;9
2020/2021;3701;Bologna;17;Economia e Commercio (Teledidattico);37;37006;7;M;9
2020/2021;3701;Bologna;10;Ingegneria Meccanica;37;37006;12;M;9
2020/2021;101;Torino;13;Scienze dei Beni Culturali;1;1272;2;M;9
2020/2021;101;Torino;39;Scienze del Turismo;1;1272;7;F;9
2020/2021;101;Torino;6;Servizio Sociale - Torino;1;1272;14;F;9
2020/2021;101;Torino;19;Scienze dell'Amministrazione e Consulenza del Lavoro (Gia Cdl Scienze dell'Amministrazione e dell'Organizzazione e Cdl Consulenza del Lavoro e Gestione delle Risorse);1;1272;5;M;9
2020/2021;101;Torino;18;Scienze dell'Educazione;1;1272;1;M;9
2020/2021;101;Torino;29;Filosofia;1;1272;3;F;9
2020/2021;101;Torino;29;Filosofia;1;1272;3;M;9
2020/2021;101;Torino;3;Scienze della Mediazione Linguistica;1;1272;4;F;9
2020/2021;3601;Modena e Reggio Emilia;L-42;Scienze della Cultura;36;36023;3;F;9
2020/2021;3601;Modena e Reggio Emilia;L-8;Ingegneria Meccatronica;35;35033;12;F;9
2020/2021;3601;Modena e Reggio Emilia;LM-17;Physics - Fisica;36;36023;9;F;9
2020/2021;3401;Parma;34;Scienze del Comportamento e delle Relazioni Interpersonali e Sociali;34;34027;6;F;9
2020/2021;3201;Trieste;LM-81;Diplomazia e Cooperazione Internazionale;31;31007;5;M;9
2020/2021;3201;Trieste;LM-77;Scienze Aziendali;32;32006;7;F;9
2020/2021;3201;Trieste;8;Ingegneria Civile ed Ambientale;32;32006;11;M;9
2020/2021;3001;Udine;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);30;30129;14;F;9
2020/2021;2801;Padova;LM-66;Cybersecurity;28;28060;10;F;9
2020/2021;2801;Padova;LM-87;Innovazione e Servizio Sociale;28;28060;14;M;9
2020/2021;3201;Trieste;10;Ingegneria Industriale;32;32006;12;M;9
2020/2021;3001;Udine;LM-35;Ingegneria per l'Ambiente, il Territorio e la Protezione Civile;30;30129;11;F;9
2020/2021;3001;Udine;LM-15;Archeologia e culture dell'antichita';30;30129;3;F;9
2020/2021;2701;Ca' Foscari Venezia;LM-18;Informatica - Computer Science;27;27042;10;F;9
2020/2021;2701;Ca' Foscari Venezia;LM-11;Conservation Science And Technology For Cultural Heritage;27;27042;9;M;9
2020/2021;2701;Ca' Foscari Venezia;LM-91;Data Analytics for Business and Society;27;27042;10;F;9
2020/2021;2301;Verona;LM-56;International Economics And Business Management;24;24116;7;M;9
2020/2021;2301;Verona;L-39;Scienze del Servizio Sociale;23;23091;14;M;9
2020/2021;2301;Verona;LM-18;Bionformatica Medica;23;23091;10;M;9
2020/2021;2301;Verona;LM-87;Servizio Sociale in Ambiti Complessi;23;23091;14;M;9
2020/2021;2201;Trento;LM-62;Global and Local Studies;22;22205;5;M;9
2020/2021;2101;Bolzano;LM-45;Musicologia;21;21011;2;F;9
2020/2021;2201;Trento;L-8;Ingegneria Elettronica e delle Telecomunicazioni;22;22205;12;M;9
2020/2021;2201;Trento;LM-49;Mediazione linguistica, turismo e culture;22;22205;7;M;9
2020/2021;1801;Pavia;LM-56;Economics, Finance And International Integration;18;18110;7;M;9
2020/2021;1801;Pavia;LM-25;Industrial Automation Engineering - Ingegneria dell'Automazione Industriale;18;18110;12;M;9
2020/2021;2101;Bolzano;L-8;Scienze e Ingegneria dell'Informazione;21;21008;12;M;9
2020/2021;2101;Bolzano;L-31;Scienze e Ingegneria dell'Informazione;21;21008;10;M;9
2020/2021;2101;Bolzano;L-25;Agricultural And Agro-Environmental Sciences;21;21008;13;M;9
2020/2021;1601;Bergamo;LM-24;Ingegneria Edile;16;16091;11;M;9
2020/2021;1601;Bergamo;LM-32;Ingegneria informatica;16;16091;12;F;9
2020/2021;1510;Rozzano (MI) Humanitas University;LM/SNT1;Scienze infermieristiche e ostetriche;15;15173;14;M;9
2020/2021;1509;Milano Bicocca;28;Economia e Commercio;15;15146;7;F;9
2020/2021;1508;Milano San Raffaele;LM/SNT1;Scienze infermieristiche e ostetriche;15;15146;14;M;9
2020/2021;1509;Milano Bicocca;LM/SC-GIUR;DIRITTO DELLE ORGANIZZAZIONI PUBBLICHE E PRIVATE;15;15146;8;M;9
2020/2021;1504;Milano Cattolica;LM-37;Lingue, Letterature e Culture Straniere;15;15146;4;M;9
2020/2021;1504;Milano Cattolica;LM-93;Media Education;15;15146;1;M;9
2020/2021;1504;Milano Cattolica;LM-90;European Studies in Investor Relations And Financial Communication;15;15146;5;M;9
2020/2021;1504;Milano Cattolica;LM-87;Lavoro Sociale e Servizi per le Famiglie, i Minori e le Comunità;15;15146;14;M;9
2020/2021;1508;Milano San Raffaele;L/SNT1;Infermieristica (abilitante alla professione sanitaria di Infermiere);16;16170;14;M;9
2020/2021;1504;Milano Cattolica;LM-70;Food Processing: Innovation And Tradition;19;19036;13;M;9
2020/2021;1502;Milano Politecnico;L-23;Ingegneria dell'Edilizia;15;15146;11;M;9
2020/2021;1503;Milano Bocconi;L-18;International Economics, Management And Finance;15;15146;7;M;9
2020/2021;1503;Milano Bocconi;L-33;Economia e Scienze Sociali;15;15146;7;M;9
2020/2021;1504;Milano Cattolica;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);21;21008;14;F;9
2020/2021;1504;Milano Cattolica;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);58;58091;14;M;9
2020/2021;1504;Milano Cattolica;17;Economia e Gestione Aziendale;15;15146;7;F;9
2020/2021;1501;Milano;L-16;Scienze del Lavoro dell?Amministrazione e del Management;15;15146;5;M;9
2020/2021;1501;Milano;L-33;Economia Europea;15;15146;7;F;9
2020/2021;1501;Milano;LM-11;Scienze per la conservazione e la diagnostica dei beni culturali;15;15146;9;M;9
2020/2021;1501;Milano;LM-8;Quantitative biology;15;15146;9;M;9
2020/2021;1501;Milano;LM-60;Scienze della Natura;15;15146;9;F;9
2020/2021;1501;Milano;30;Scienze Umane dell'Ambiente, del Territorio e del Paesaggio;15;15146;5;F;9
2020/2021;1501;Milano;15;Scienze Politiche;15;15146;5;F;9
2020/2021;1201;Castellanza LIUC;LM-31;Ingegneria Gestionale per la Produzione Industriale;12;12042;12;M;9
2020/2021;1301;Novedrate e-Campus - telematica;LM-14;Filologia Moderna;13;13163;3;F;9
2020/2021;1001;Genova;LM-71;Chimica Industriale;10;10025;9;F;9
2020/2021;1001;Genova;LM-71;Chimica Industriale;10;10025;9;M;9
2020/2021;1001;Genova;LM-37;Lingue e letterature moderne per i servizi culturali;10;10025;4;M;9
2020/2021;1001;Genova;LM-22;Ingegneria  Chimica e di Processo;10;10025;12;M;9
2020/2021;1001;Genova;LM-23;Ingegneria Civile e Ambientale;10;10025;11;M;9
2020/2021;1001;Genova;LM-27;Internet and  Multimedia Engineering- Ingegneria dell'Internet e della Multimedialita';10;10025;12;M;9
2020/2021;1001;Genova;L-22;Scienze Motorie, Sport e Salute;10;10025;15;M;9
2020/2021;102;Torino Politecnico;LM-4;Architettura Costruzione Citta;1;1272;11;F;9
2020/2021;102;Torino Politecnico;L-8;Electronic And Communications Engineering;1;1272;12;M;9
2020/2021;102;Torino Politecnico;4;Scienze dell'Architettura;1;1272;11;M;9
2020/2021;102;Torino Politecnico;10;Ingegneria Elettrica;1;1272;12;M;9
2020/2021;101;Torino;LM-65;Cinema e Media;1;1272;2;F;9
2020/2021;101;Torino;LM-61;Scienze degli Alimenti e della Nutrizione Umana;1;1272;9;M;9
2019/2020;9201;Cagliari;LM-6;Neuropsicobiologia;92;92009;9;M;9
2019/2020;9201;Cagliari;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);92;92009;14;M;9
2019/2020;9201;Cagliari;8;Ingegneria per l'Ambiente e il Territorio;92;92009;11;F;9
2019/2020;9201;Cagliari;8;Ingegneria Civile;92;92009;11;F;9
2019/2020;9201;Cagliari;4/S;Architettura delle Costruzioni;92;92009;11;F;9
2019/2020;9201;Cagliari;4/S;Architettura delle Costruzioni;92;92009;11;M;9
2019/2020;9201;Cagliari;14/S;Farmacia;92;92009;14;M;9
2019/2020;9001;Sassari;LM-70;Qualità e Sicurezza dei Prodotti Alimentari;95;95038;13;F;9
2019/2020;9001;Sassari;LM-78;Scienze Storiche e Filosofiche;90;90064;3;F;9
2019/2020;9001;Sassari;LM-78;Scienze Storiche e Filosofiche;90;90064;3;M;9
2019/2020;9001;Sassari;LM-6;Biologia Sperimentale ed Applicata;90;90064;9;M;9
2019/2020;9001;Sassari;L-5;Filosofia e Scienze dell'Educazione;90;90064;3;F;9
2019/2020;8701;Catania;L-36;Politica e Relazioni Internazionali;87;87015;5;M;9
2019/2020;8701;Catania;LM-22;Chemical Engineering For Industrial Sustainability (Ingegneria Chimica per la Sostenibilita' Industriale);87;87015;12;F;9
2019/2020;8701;Catania;LM-18;Informatica;87;87015;10;F;9
2019/2020;8701;Catania;L-18;Economia e Gestione delle Imprese Turistiche;87;87015;7;M;9
2019/2020;8601;Enna KORE;L-39;Servizio Sociale e Scienze Criminologiche;86;86009;14;M;9
2019/2020;8301;Messina;LM-65;Turismo e Spettacolo;83;83048;2;M;9
2019/2020;8301;Messina;L-29;Scienze Nutraceutiche e Alimenti Funzionali;83;83048;9;M;9
2019/2020;8201;Palermo;LM-87;Servizio Sociale e Politiche Sociali;82;82053;14;M;9
2019/2020;8301;Messina;31;Scienze Giuridiche;89;89021;8;F;9
2019/2020;8301;Messina;14/S;Farmacia;83;83048;14;F;9
2019/2020;8201;Palermo;LM-74;Georischi e Georisorse;82;82053;9;M;9
2019/2020;8201;Palermo;LM-82;Statistica e Data Science;82;82053;9;F;9
2019/2020;8201;Palermo;LM-51;Psicologia del Ciclo di Vita;82;82053;6;M;9
2019/2020;8201;Palermo;LM-20;Ingegneria Aerospaziale;82;82053;12;F;9
2019/2020;8201;Palermo;LM-17;Fisica;82;82053;9;F;9
2019/2020;8201;Palermo;L-13;Scienze Biologiche;81;81021;9;F;9
2019/2020;8201;Palermo;L-14;Consulente Giuridico D?Impresa;81;81021;8;M;9
2019/2020;8201;Palermo;L-7;Ingegneria Civile;82;82053;11;F;9
2019/2020;8201;Palermo;5;Lettere Classiche;82;82053;3;F;9
2019/2020;8201;Palermo;12;Scienze Biologiche;85;85004;9;F;9
2019/2020;8201;Palermo;11;Lingue e Culture Moderne;82;82053;4;F;9
2019/2020;7901;Catanzaro;LM-51;Psicologia Cognitiva e Neuroscienze;79;79023;6;M;9
2019/2020;7901;Catanzaro;47/S;Medicina e Veterinaria;79;79023;13;F;9
2019/2020;7801;Calabria;LM-85;Scienze Pedagogiche;78;78102;1;M;9
2019/2020;7801;Calabria;LM/DS;Intelligence e Analisi del Rischio;78;78102;5;F;9
