AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2016/2017;6301;Napoli Federico II;31;Primo Corso di Laurea in Scienze Giuridiche;63;63049;8;M;7
2016/2017;6301;Napoli Federico II;32/S;Ingegneria Elettronica;63;63049;12;M;7
2016/2017;6301;Napoli Federico II;34;Psicologia dei Processi Relazionali e di Sviluppo;63;63049;6;F;7
2016/2017;6301;Napoli Federico II;38;Corso di Laurea in Storia;63;63049;3;M;7
2016/2017;6301;Napoli Federico II;24;Corso di Laurea in Controllo di Qualita;63;63049;9;F;7
2016/2017;6301;Napoli Federico II;26;Corso di Laurea in Informatica;63;63049;10;F;7
2016/2017;6301;Napoli Federico II;10;Corso di Laurea in Ingegneria Chimica;63;63049;12;M;7
2016/2017;6201;Sannio;9;Ingegneria delle Telecomunicazioni;62;62008;12;M;7
2016/2017;6201;Sannio;12;Scienze Biologiche;62;62008;9;M;7
2016/2017;6301;Napoli Federico II;99999;Ingegneria gestionale;63;63049;12;M;7
2016/2017;6301;Napoli Federico II;L/SNT1;Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico);63;63049;14;M;7
2016/2017;6001;Cassino;L-20;Strategie Comunicative Multimediali;60;60074;5;M;7
2016/2017;6001;Cassino;LM-32;Ingegneria Informatica;60;60019;12;F;7
2016/2017;6001;Cassino;LM-67;Scienze e Tecniche delle Attiviti?? Motorie Preventive e Adattate;60;60019;14;F;7
2016/2017;6001;Cassino;LM-67;Scienze e Tecniche delle Attiviti?? Motorie Preventive e Adattate;60;60019;14;M;7
2016/2017;6001;Cassino;LM-77;Economia, Management e Finanza d'Impresa;60;60019;7;M;7
2016/2017;6001;Cassino;9;Ingegneria delle Telecomunicazioni;60;60019;12;F;7
2016/2017;5813;Roma UNINETTUNO - telematica;9;Ingegneria Informatica;58;58091;12;F;7
2016/2017;5810;Roma Marconi - telematica;LM-33;Ingegneria Industriale;58;58091;12;F;7
2016/2017;5811;Roma UNITELMA - telematica;17;Scienze dell'Economia e della Gestione Aziendale;58;58091;7;M;7
2016/2017;8201;Palermo;L-16;Scienze dell'Amministrazione e dell'Organizzazione;82;82053;5;M;7
2016/2017;8201;Palermo;4;Ingegneria Edile;82;82053;11;F;7
2016/2017;8201;Palermo;4/S;Laurea Specialistica in Architettura (Sede Ag);84;84001;11;F;7
2016/2017;8201;Palermo;17;Amministrazione ed Economia delle Imprese;82;82053;7;F;7
2016/2017;8001;Reggio Calabria;20;Scienze Forestali ed Ambientali;80;80063;13;M;7
2016/2017;8001;Reggio Calabria;20;Gestione Tecnica del Territorio Agroforestale e Sviluppo Rurale;80;80063;13;M;7
2016/2017;8001;Reggio Calabria;L-25;Produzioni Agrarie in Ambiente Mediterraneo;79;79160;13;M;7
2016/2017;7801;Calabria;LM-43;Gestione e Conservazione dei Documenti Digitali;78;78102;5;F;7
2016/2017;7801;Calabria;LM-85;Scienze Pedagogiche per l'Interculturalita e la Media Education;78;78102;1;M;7
2016/2017;7801;Calabria;LM-93;Media Education;78;78102;1;F;7
2016/2017;7901;Catanzaro;1;Corso di Laurea in Biotecnologie;79;79023;9;F;7
2016/2017;7801;Calabria;LM-15;Scienze dell'Antichita;78;78102;3;M;7
2016/2017;7801;Calabria;LM-15;Scienze dell'Antichità;78;78102;3;F;7
2016/2017;7801;Calabria;99999;Filosofia;78;78102;3;F;7
2016/2017;7801;Calabria;99999;Discipline economiche e sociali;78;78102;7;M;7
2016/2017;7801;Calabria;99999;Conservazione dei beni culturali;78;78102;2;F;7
2016/2017;7801;Calabria;84/S;Economia Aziendale;78;78102;7;F;7
2016/2017;7801;Calabria;39;Scienze Turistiche;78;78102;7;M;7
2016/2017;7801;Calabria;41;Scienze e Tecniche per il Restauro e la Conservazione dei Beni Culturali;78;78102;9;F;7
2016/2017;7801;Calabria;18-bis;Scienze della Formazione Primaria;78;78102;1;M;7
2016/2017;7801;Calabria;19;Scienze dell'Amministrazione;78;78102;5;F;7
2016/2017;7801;Calabria;14/S;Farmacia (Curriculum Biopatologico);78;78102;14;F;7
2016/2017;7601;Basilicata;LM-70;Gestione Sostenibile della Qualità Alimentare - Sustainable Management Of Food Quality “Edamus”;76;76063;13;F;7
2016/2017;7601;Basilicata;20;Tecnologie Alimentari;76;76063;13;M;7
2016/2017;7601;Basilicata;101/S;Teoria e Filosofia della Comunicazione;76;76063;5;F;7
2016/2017;7501;Salento;LM-87;Progettazione e Gestione delle Politiche e dei Servizi Sociali;75;75035;14;M;7
2016/2017;7501;Salento;LM-88;Sociologia e Ricerca Sociale;74;74001;5;F;7
2016/2017;7501;Salento;99999;Ingegneria informatica;75;75035;12;M;7
2016/2017;7501;Salento;10;Ingegneria dei Materiali;75;75035;12;F;7
2016/2017;7501;Salento;10;Ingegneria Meccanica;75;75035;12;F;7
2016/2017;7202;Bari Politecnico;LM-33;Ingegneria Meccanica;73;73027;12;F;7
2016/2017;7202;Bari Politecnico;9;Corso di Laurea in Ingegneria dell'Informazione;73;73027;12;M;7
2016/2017;7202;Bari Politecnico;99999;Ingegneria elettronica;72;72006;12;F;7
2016/2017;7202;Bari Politecnico;99999;Ingegneria gestionale;72;72006;12;M;7
2016/2017;7202;Bari Politecnico;8;Corso di Laurea in Ingegneria Ambientale e del Territorio;72;72006;11;M;7
2016/2017;7202;Bari Politecnico;8;Corso di Laurea in Ingegneria Civile;71;71024;11;F;7
2016/2017;7201;Bari;LM-57;Formazione e Gestione delle Risorse Umane;72;72006;1;M;7
2016/2017;7201;Bari;LM-8;Biotecnologie Industriali ed Ambientali;72;72006;9;M;7
2016/2017;7201;Bari;LM-15;Filologia, Letterature e Storia dell'Antichita;72;72006;3;M;7
2016/2017;7201;Bari;L-20;Scienze della Comunicazione e dell'Animazione Socio-Culturale;73;73027;5;F;7
2016/2017;7201;Bari;L-19;Laurea in Scienze dell'Educazione e dell'Animazione Socio-Culturale;73;73027;1;F;7
2016/2017;7201;Bari;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);72;72006;14;F;7
2016/2017;7201;Bari;L/SNT2;Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia);72;72006;14;M;7
2016/2017;7201;Bari;99999;Scienze e tecnologie agrarie;72;72006;13;M;7
2016/2017;7201;Bari;32;Matematica;72;72006;9;F;7
2016/2017;7201;Bari;28;Economia e Commercio - Sede di Taranto;73;73027;7;M;7
2016/2017;7201;Bari;5;Lettere;72;72006;3;M;7
2016/2017;7201;Bari;99999;Fisica;72;72006;9;F;7
2016/2017;7201;Bari;99999;Materie letterarie;72;72006;3;F;7
2016/2017;7201;Bari;19;Operatori delle Amministrazioni Pubbliche e Private;72;72006;5;F;7
2016/2017;7201;Bari;15;Scienze Politiche, Relazioni Internazionali e Studi Europei;72;72006;5;M;7
2016/2017;7201;Bari;17;Economia Aziendale - Sede di Brindisi;74;74001;7;F;7
2016/2017;7201;Bari;12;Biologia Ambientale;72;72006;9;F;7
2016/2017;7101;Foggia;52/S;Odontoiatria e Protesi Dentaria;71;71024;14;M;7
2016/2017;7101;Foggia;20;Scienze e Tecnologie Agrarie;71;71024;13;M;7
2016/2017;7001;Molise;LM-14;Letteratura e Storia dell'Arte;70;70006;3;M;7
2016/2017;7001;Molise;33;Scienze Motorie;70;70006;15;F;7
2016/2017;7001;Molise;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);70;70006;14;M;7
2016/2017;7001;Molise;L-10;Lettere;94;94023;3;F;7
2016/2017;6901;Chieti e Pescara;99999;Economia aziendale;68;68028;7;F;7
2016/2017;6901;Chieti e Pescara;33;Corso di Laurea in Scienze Motorie;69;69022;15;F;7
2016/2017;6701;Teramo;LM-70;Scienze e Tecnologie Alimentari;67;67041;13;M;7
2016/2017;6601;L'Aquila;SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);66;66049;14;M;7
2016/2017;9201;Cagliari;L-2;Biotecnologie Industriali;95;95038;9;F;7
2016/2017;9201;Cagliari;99999;Scienze naturali;92;92009;9;F;7
2016/2017;9201;Cagliari;5;Lettere;92;92009;3;F;7
2016/2017;9201;Cagliari;6;Servizio Sociale;92;92009;14;F;7
2016/2017;9201;Cagliari;32;Matematica;92;92009;9;M;7
2016/2017;9201;Cagliari;27;Scienze Naturali;92;92009;9;F;7
2016/2017;9201;Cagliari;28;Economia e Politiche Europee;92;92009;7;F;7
2016/2017;9201;Cagliari;25;Fisica;92;92009;9;M;7
2016/2017;9201;Cagliari;19;Amministrazione, Governo e Sviluppo Locale;92;92009;5;F;7
2016/2017;9201;Cagliari;16;Scienze della Terra;92;92009;9;M;7
2016/2017;9001;Sassari;LM-78;Scienze dell'Uomo;90;90064;3;M;7
2016/2017;9001;Sassari;LM-78;Scienze Filosofiche e della Formazione Continua;90;90064;3;F;7
2016/2017;9001;Sassari;L-39;Servizio Sociale;90;90064;14;M;7
2016/2017;9001;Sassari;LM-59;Comunicazione e Pubbliche Amministrazioni;90;90064;5;M;7
2016/2017;9001;Sassari;99999;Pedagogia;90;90064;1;F;7
2016/2017;9001;Sassari;19;Scienze dell'Amministrazione e Gestione delle Risorse Umane;90;90064;5;F;7
2016/2017;9001;Sassari;20;Tecnologie Alimentari;95;95038;13;F;7
2016/2017;9001;Sassari;3;Mediazione Linguistica e Culturale per il Turismo;90;90064;4;F;7
2016/2017;9001;Sassari;4/S;Architettura;90;90003;11;F;7
2016/2017;9001;Sassari;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);90;90064;14;F;7
2016/2017;9001;Sassari;11;Lingue e Culture Straniere Moderne;90;90064;4;F;7
2016/2017;8701;Catania;LM-6;Biologia Ambientale;87;87015;9;M;7
2016/2017;8701;Catania;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);87;87015;14;M;7
2016/2017;8701;Catania;L-16;Storia e Scienze dell'Amministrazione;87;87015;5;F;7
2016/2017;8701;Catania;71/S;Scienze delle Pubbliche Amministrazioni;87;87004;5;F;7
2016/2017;8701;Catania;58/S;Psicologia;87;87015;6;F;7
2016/2017;8701;Catania;84/S;Direzione Aziendale;87;87015;7;M;7
2016/2017;8701;Catania;99999;Chimica e tecnologia farmaceutiche;87;87015;14;M;7
2016/2017;8701;Catania;27;Scienze Ambientali;87;87015;9;M;7
2016/2017;8701;Catania;32;Matematica per le Applicazioni;87;87015;9;F;7
2016/2017;8701;Catania;36;Scienze Sociologiche;87;87015;5;M;7
2016/2017;8701;Catania;38;Scienze Storiche e Politiche;87;87015;3;F;7
2016/2017;8701;Catania;21;Chimica Industriale;87;87015;9;M;7
2016/2017;8601;Enna KORE;LM-23;Ingegneria Civile;86;86009;11;F;7
2016/2017;8601;Enna KORE;L-39;Sociologia e Politiche Sociali;86;86009;14;F;7
2016/2017;8301;Messina;LM-88;Servizio Sociale, Politiche Sociali e Studi Sociologici e Ricerca Sociale;83;83048;5;F;7
2016/2017;8301;Messina;LM-60;Tutela e Gestione del Territorio e dell'Ambiente Naturale;83;83048;9;M;7
2016/2017;8301;Messina;L-39;Mediazione Socioculturale e Scienze Sociali per la Cooperazione e Lo Sviluppo;83;83048;14;F;7
2016/2017;8301;Messina;LM-56;Economia;83;83048;7;M;7
2016/2017;8301;Messina;L/SNT2;Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva);83;83048;14;M;7
2016/2017;8301;Messina;99999;Ingegneria civile;83;83048;11;F;7
2016/2017;8301;Messina;99999;Scienze politiche;83;83048;5;M;7
2016/2017;8301;Messina;14;Tecnologie dell'Istruzione e della Comunicazione;83;83048;5;F;7
2016/2017;8301;Messina;14/S;Farmacia;83;83048;14;M;7
2016/2017;8301;Messina;15;Scienze Politiche;83;83048;5;F;7
2016/2017;8301;Messina;29;Filosofia;83;83048;3;F;7
2016/2017;8301;Messina;31;Scienze Giuridiche;89;89021;8;M;7
2016/2017;8301;Messina;33;Scienze Motorie e Sportive;83;83048;15;F;7
2016/2017;8301;Messina;4;Ingegneria Edile per il Recupero;83;83048;11;F;7
2016/2017;8201;Palermo;LM-75;Riqualificazione Ambientale ed Ingegneria Naturalistica;82;82053;9;F;7
2016/2017;8201;Palermo;LM-69;Agroingegneria;82;82053;13;M;7
2016/2017;8201;Palermo;LM-52;International Relations;82;82053;5;F;7
2016/2017;8201;Palermo;LM-6;Biodiversita ed Evoluzione;82;82053;9;F;7
2016/2017;8201;Palermo;LM-6;Biodiversità ed Evoluzione;82;82053;9;M;7
2016/2017;8201;Palermo;LM-17;Fisica;82;82053;9;F;7
2016/2017;8201;Palermo;LM-28;Ingegneria Elettrica;82;82053;12;F;7
2018/2019;101;Torino;15;Studi Internazionali;1;1272;5;F;8
2018/2019;101;Torino;25;Fisica;1;1272;9;M;8
2018/2019;101;Torino;26;Informatica;1;1272;10;F;8
2018/2019;101;Torino;99999;Materie letterarie;1;1272;3;M;8
2018/2019;101;Torino;99999;Economia aziendale;1;1272;7;M;8
2018/2019;101;Torino;99999;Farmacia;1;1272;14;F;8
2018/2019;101;Torino;DS1/S;Scienze Strategiche;1;1272;5;F;8
2018/2019;101;Torino;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);1;1272;14;M;8
2018/2019;101;Torino;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);4;4078;14;M;8
2018/2019;101;Torino;L-40;Scienze Sociali;1;1272;5;F;8
2018/2019;101;Torino;LM-60;Scienze dei Sistemi Naturali;1;1272;9;M;8
2018/2019;102;Torino Politecnico;10;Ingegneria Energetica;1;1272;12;M;8
2018/2019;101;Torino;LM-90;Studi Giuridici Europei;1;1272;5;M;8
2018/2019;102;Torino Politecnico;4/S;Ingegneria Edile;1;1272;11;M;8
2018/2019;102;Torino Politecnico;4;Ingegneria Edile;1;1272;11;M;8
2018/2019;102;Torino Politecnico;35/S;Ingegneria Informatica;1;1272;12;M;8
2018/2019;102;Torino Politecnico;9;Ingegneria Informatica (Fac. di Ing. dell'Informazione) Sede di Torino;1;1272;12;M;8
2018/2019;102;Torino Politecnico;9;Ingegneria Informatica (Fac. di Ing. dell'Informazione) Sede di Torino, Ivrea;1;1272;12;M;8
2018/2019;102;Torino Politecnico;8;Ingegneria per l'Ambiente e il Territorio;1;1272;11;M;8
2018/2019;102;Torino Politecnico;LM-4;Architettura (Sostenibilita);1;1272;11;M;8
2018/2019;201;Piemonte Orientale;LM-6;Food Health And Environment;2;2158;9;F;8
2018/2019;701;Aosta;LM-85 bis;Scienze della Formazione Primaria;7;7003;1;M;8
2018/2019;1001;Genova;10;Ingegneria Gestionale;9;9056;12;M;8
2018/2019;1001;Genova;38;Storia;10;10025;3;F;8
2018/2019;1001;Genova;11;Lingue e Letterature Straniere;10;10025;4;F;8
2018/2019;1001;Genova;14/S;Chimica e Tecnologia Farmaceutiche;10;10025;14;F;8
2018/2019;1001;Genova;99999;Filosofia;10;10025;3;F;8
2018/2019;1001;Genova;5;Lettere;10;10025;3;F;8
2018/2019;1001;Genova;L-18;Economia Aziendale;8;8031;7;F;8
2018/2019;1001;Genova;LM-24;Engineering For Building Retrofitting;10;10025;11;M;8
2018/2019;1001;Genova;LM-27;Internet And Multimedia Engineering;10;10025;12;F;8
2018/2019;1001;Genova;LM-33;Ingegneria Meccanica - Progettazione e Produzione;11;11015;12;F;8
2018/2019;1001;Genova;LM-35;Ingegneria Civile e Ambientale;10;10025;11;F;8
2018/2019;1001;Genova;LM-75;Biologia ed Ecologia Marina;10;10025;9;F;8
2018/2019;1501;Milano;1;Biotecnologie Farmaceutiche;15;15146;9;F;8
2018/2019;1202;Insubria;LM-38;Lingue Moderne per la Comunicazione e la Cooperazione Internazionale;13;13075;4;M;8
2018/2019;1301;Novedrate e-Campus - telematica;28;Corso di Laurea in Economia e Commercio;13;13163;7;M;8
2018/2019;1202;Insubria;LM-6;Biomedical Sciences (Scienze Biomediche);12;12026;9;M;8
2018/2019;1501;Milano;19;Scienze dell'Amministrazione;15;15146;5;M;8
2018/2019;1501;Milano;14;Comunicazione e Societa;15;15146;5;F;8
2018/2019;1501;Milano;99999;Medicina veterinaria;15;15146;13;F;8
2018/2019;1501;Milano;5;Lettere;15;15146;3;M;8
2018/2019;1501;Milano;99999;Storia;15;15146;3;F;8
2018/2019;1501;Milano;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);15;15146;14;M;8
2018/2019;1501;Milano;LM-16;Economics And Finance;15;15146;7;M;8
2018/2019;1501;Milano;LM-18;Informatica per la Comunicazione;15;15146;10;M;8
2018/2019;1501;Milano;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;15;15146;14;M;8
2018/2019;1501;Milano;LM-7;Biotechnology For The Bioeconomy - Biotecnologia per la Bioeconomia;15;15146;9;F;8
2018/2019;1501;Milano;LM-92;Teorie e Metodi per la Comunicazione;15;15146;5;F;8
2018/2019;1501;Milano;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);15;15146;14;F;8
2018/2019;1502;Milano Politecnico;4/S;Ingegneria Edile - Architettura;97;97042;11;M;8
2018/2019;1502;Milano Politecnico;L-7;Ingegneria Civile e Ambientale;13;13075;11;M;8
2018/2019;1504;Milano Cattolica;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);21;21008;14;F;8
2018/2019;1504;Milano Cattolica;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);58;58091;14;F;8
2018/2019;1504;Milano Cattolica;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);21;21008;14;F;8
2018/2019;1504;Milano Cattolica;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);76;76063;14;F;8
2018/2019;1504;Milano Cattolica;L/SNT3;Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico);58;58091;14;F;8
2018/2019;1504;Milano Cattolica;L-26;Sustainable Agriculture For Food Quality And Environment;33;33032;13;M;8
2018/2019;1504;Milano Cattolica;LM-15;Scienze dell'Antichita;15;15146;3;F;8
2018/2019;1504;Milano Cattolica;LM-19;Gestione di Contenuti Digitali per i Media, le Imprese e i Patrimoni Culturali;17;17029;5;M;8
2018/2019;1504;Milano Cattolica;LM-51;Psicologia dello Sviluppo e dei Processi di Tutela;15;15146;6;M;8
2018/2019;1509;Milano Bicocca;1;Biotecnologie;15;15146;9;F;8
2018/2019;1508;Milano San Raffaele;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;15;15146;14;F;8
2018/2019;1509;Milano Bicocca;46/S;Medicina e Chirurgia;108;108033;14;F;8
2018/2019;1509;Milano Bicocca;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);15;15209;14;F;8
2018/2019;1509;Milano Bicocca;LM-53;Scienza dei Materiali;15;15146;12;M;8
2018/2019;1601;Bergamo;2;Operatore Giuridico d'Impresa;16;16024;8;F;8
2018/2019;1601;Bergamo;14;Comunicazione Interculturale per la Cooperazione e l'Impresa;16;16024;5;F;8
2018/2019;1601;Bergamo;99999;Economia e commercio;16;16024;7;F;8
2018/2019;1701;Brescia;8;Ingegneria Civile;17;17029;11;M;8
2018/2019;1601;Bergamo;LM-32;Ingegneria Informatica;16;16091;12;F;8
2018/2019;1601;Bergamo;LM-56;Economics And Global Markets;16;16024;7;F;8
2018/2019;1701;Brescia;LM-27;Communication Technologies And Multimedia - Tecnologie delle Comunicazioni e Multimedia;17;17029;12;M;8
2018/2019;1801;Pavia;99999;Scienze politiche;18;18110;5;F;8
2018/2019;1801;Pavia;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);18;18110;14;M;8
2018/2019;1801;Pavia;L-1;Lettere e Beni Culturali;19;19036;2;M;8
2018/2019;2101;Bolzano;L-25;Agricultural And Agro-Environmental Sciences;21;21008;13;F;8
2018/2019;2101;Bolzano;LM-77;Imprenditorialita e Innovazione;21;21008;7;F;8
2018/2019;2301;Verona;99999;Lingue e letterature straniere;23;23091;4;F;8
2018/2019;2301;Verona;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);23;23091;14;M;8
2018/2019;2301;Verona;LM-18;Medical Bioinformatics;23;23091;10;M;8
2018/2019;2701;Ca' Foscari Venezia;L-11;Lingue, Culture e Societa dell'Asia Orientale;27;27042;4;M;8
2018/2019;2701;Ca' Foscari Venezia;L-39;Scienze della Societa e del Servizio Sociale;27;27042;14;M;8
2018/2019;2701;Ca' Foscari Venezia;LM-81;Crossing The Mediterranean: Towards Investment And Integration (Mim);27;27042;5;M;8
2018/2019;2701;Ca' Foscari Venezia;LM-36;Lingue e Civilta dell'Asia e dell'Africa Mediterranea;27;27042;4;M;8
2018/2019;2702;Venezia Iuav;LM-48;Pianificazione e Politiche per la Citta, il Territorio e l'Ambiente;27;27042;11;F;8
2018/2019;2801;Padova;58/S;Psicologia Clinico-Dinamica;28;28060;6;F;8
2018/2019;2801;Padova;46/S;Medicina e Chirurgia 1;28;28060;14;F;8
2018/2019;2801;Padova;99999;Lettere;28;28060;3;M;8
2018/2019;2801;Padova;L/SNT2;Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva);28;28060;14;F;8
2018/2019;2801;Padova;LM-18;Informatica;28;28060;10;F;8
2018/2019;2801;Padova;L-9;Ingegneria dell'Innovazione del Prodotto;24;24116;12;F;8
2018/2019;2801;Padova;L-41;Statistica e Tecnologie Informatiche;28;28060;9;M;8
2018/2019;2801;Padova;L-38;Animal Care - Tutela del Benessere Animale;28;28044;13;M;8
2018/2019;2801;Padova;LM-70;Italian Food And Wine;28;28044;13;M;8
2018/2019;2801;Padova;LM-45;Musica e Arti Performative;28;28060;2;M;8
2018/2019;2801;Padova;LM-51;Psicologia di Comunità;28;28060;6;M;8
2018/2019;3001;Udine;99999;Giurisprudenza;30;30129;8;F;8
2018/2019;3001;Udine;10;Ingegneria Meccanica;30;30129;12;M;8
2018/2019;3001;Udine;LM-18;Computer Science;30;30129;10;M;8
2018/2019;3001;Udine;LM-2;Scienze dell'Antichità: Archeologia, Storia, Letterature;30;30129;3;M;8
2018/2019;3001;Udine;LM-19;Comunicazione Multimediale e Tecnologie dell'Informazione;93;93033;5;M;8
2018/2019;3001;Udine;LM-49;Gestione del Turismo Culturale e degli Eventi;30;30129;7;M;8
2018/2019;3001;Udine;LM-86;Allevamento e Benessere Animale;30;30129;13;M;8
2018/2019;3201;Trieste;12;Scienze Biologiche;32;32006;9;F;8
2018/2019;3201;Trieste;99999;Economia e commercio;32;32006;7;F;8
2018/2019;3201;Trieste;9;Ingegneria Elettronica;32;32006;12;M;8
2018/2019;3201;Trieste;99999;Traduzione ed interpretazione;32;32006;4;F;8
2018/2019;3201;Trieste;LM-31;Production Engineering And Management - Ingegneria Gestionale per la Produzione;93;93033;12;F;8
2018/2019;3201;Trieste;LM-32;Ingegneria Informatica;32;32006;12;M;8
2018/2019;3401;Parma;LM-17;Fisica;34;34027;9;F;8
2018/2019;3601;Modena e Reggio Emilia;9;Ingegneria Informatica;36;36023;12;M;8
2018/2019;3401;Parma;LM-27;Communication Engineering;34;34027;12;F;8
2018/2019;3401;Parma;LM-51;Psicologia;34;34027;6;F;8
2018/2019;3401;Parma;LM-6;Scienze Biomolecolari, Genomiche e Cellulari;34;34027;9;M;8
2018/2019;3601;Modena e Reggio Emilia;LM-1;Antropologia e Storia del Mondo Contemporaneo;36;36023;5;M;8
2018/2019;3701;Bologna;10;Ingegneria Elettrica;37;37006;12;M;8
2018/2019;3701;Bologna;23;Dams - Discipline delle Arti, della Musica e dello Spettacolo;37;37006;2;M;8
2018/2019;3701;Bologna;38;Storia;37;37006;3;F;8
2018/2019;3701;Bologna;18;Educatore Sociale;37;37006;1;F;8
2018/2019;3701;Bologna;9;Ingegneria Elettronica;37;37006;12;M;8
2018/2019;3701;Bologna;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);37;37006;14;M;8
2018/2019;3701;Bologna;99999;Farmacia;37;37006;14;F;8
2018/2019;3701;Bologna;L-9;Ingegneria Elettrica;37;37006;12;M;8
2018/2019;3701;Bologna;LM-47;Wellness Culture: Sport, Health And Tourism;99;99014;15;M;8
2018/2019;3701;Bologna;SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);99;99014;14;F;8
2018/2019;3801;Ferrara;14;Tecnologo della Comunicazione Audiovisiva e Multimediale;38;38008;5;M;8
2018/2019;3801;Ferrara;39;Operatore del Turismo Culturale;38;38008;7;F;8
2018/2019;3801;Ferrara;LM-17;Physics;38;38008;9;F;8
2018/2019;4101;Urbino;99999;Sociologia;41;41067;5;F;8
2018/2019;4101;Urbino;14/S;Chimica e Tecnologia Farmaceutiche;41;41067;14;M;8
2018/2019;4101;Urbino;17;Economia Aziendale;41;41067;7;M;8
2018/2019;3801;Ferrara;L-10;Letterature e Lingue Moderne e Classiche;38;38008;3;F;8
2018/2019;4101;Urbino;L-34;Scienze Geologiche e Pianificazione Territoriale;41;41067;9;F;8
2018/2019;4101;Urbino;L-34;Scienze Geologiche e Pianificazione Territoriale;41;41067;9;M;8
2018/2019;4101;Urbino;LM-78;Filosofia dell'Informazione. Teoria e Gestione della Conoscenza;41;41067;3;F;8
2018/2019;4201;Marche;17;Economia ed Amministrazione delle Imprese;42;42002;7;M;8
2018/2019;4201;Marche;28;Economia e Finanza;42;42002;7;F;8
2018/2019;4201;Marche;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);42;42002;14;M;8
2018/2019;4302;Camerino;12;Biologia della Nutrizione;44;44066;9;F;8
2018/2019;4801;Firenze;33;Scienze Motorie;48;48017;15;F;8
2018/2019;4801;Firenze;8;Ingegneria Civile;48;48017;11;F;8
2018/2019;4801;Firenze;9;Ingegneria Informatica;48;48017;12;M;8
2018/2019;4801;Firenze;L-7;Ingegneria Civile;48;48017;11;F;8
2018/2019;4801;Firenze;LM-69;Natural Resources Management For Tropical Rural Development;48;48017;13;F;8
2018/2019;4801;Firenze;LM-48;Pianificazione e Progettazione della Citta e del Territorio;48;48014;11;F;8
2018/2019;4801;Firenze;LM-50;Dirigenza e Pedagogia Speciale nella Scuola e nei Servizi Socioeducativi;48;48017;1;F;8
2018/2019;5001;Pisa;10;Ingegneria Biomedica;50;50026;12;F;8
2018/2019;5001;Pisa;12;Scienze Ecologiche e della Biodiversita';50;50026;9;F;8
2018/2019;5001;Pisa;24;Informazione Scientifica sul Farmaco;50;50026;9;F;8
2018/2019;5001;Pisa;24;Tecniche Erboristiche;50;50026;9;F;8
2018/2019;5001;Pisa;17;Economia, Amministrazione e Diritto delle Imprese;50;50026;7;F;8
